,Mixed_corr,Mixed_pval,Mixed_qval,Mixed_ci_low,Mixed_ci_high,gene_annotation
ENSMUSG00000009216,0.42663598980491907,0.0,0.0,0.4186517942488032,0.43455423698588513,Fam163b
ENSMUSG00000028393,0.4253080158812688,0.0,0.0,0.41731288093165797,0.43323731680781746,Alad
ENSMUSG00000026520,0.4196740576375553,0.0,0.0,0.41163289805281944,0.427649877765399,Pycr2
ENSMUSG00000020180,0.41965041164789335,0.0,0.0,0.4116090602119638,0.4276264257346176,Snrpd3
ENSMUSG00000043372,0.419276742770269,0.0,0.0,0.41123236104127814,0.42725582049236555,Hexim2
ENSMUSG00000024844,0.41838927821168287,0.0,0.0,0.4103377105409279,0.4263756213295293,Banf1
ENSMUSG00000038900,0.41831925647583734,0.0,0.0,0.4102671224876038,0.4263061721960639,Rpl12
ENSMUSG00000070493,0.4174548999614903,0.0,0.0,0.40939578323018133,0.42544887619775745,Chchd2
ENSMUSG00000021550,0.4173937201344367,0.0,0.0,0.40933410971625084,0.42538819557582064,2210016F16Rik
ENSMUSG00000063200,0.41662316400502936,0.0,0.0,0.40855734193681426,0.4246239207498924,Nol7
ENSMUSG00000044573,0.41372588620368433,0.0,0.0,0.4056368129870555,0.42175015849828523,Acp1
ENSMUSG00000064201,0.4133871846398509,0.0,0.0,0.40529540406807063,0.4214141954566015,Krt2
